DEPARTAMENTO	COBERTURA_NETA_MEDIA	DESERCION_MEDIA
Otros	40.1	1.8
Otros	49.3	1.53
Otros	42.8	3.56
Otros	27.8	6.41
Otros	51.3	1.43
Otros	49.7	4.3
Otros	52.9	2.3
Otros	30.2	3.68
Otros	64.3	2.43
Otros	50.5	0.56
Otros	56.8	2.58
Otros	36.9	1.48
Otros	32.1	2.96
Otros	51.8	0.31
Otros	21	9.43
Otros	53.7	3.03
Otros	35.5	8.45
Otros	45.5	4.28
Otros	31.7	1.48
Otros	50.7	2.74
Otros	51.3	0.93
Otros	31	5.97
Otros	34.8	0.52
Otros	68.8	2.99
Otros	46	3.69
Otros	43.5	0.37
Otros	49.5	3.46
Otros	30.8	0.52
Otros	58.9	1.68
Otros	47.4	3.53
Otros	48.4	1.64
Otros	24.8	5.84
Otros	65.3	4.21
Otros	42.3	2.24
Otros	12.4	3.82
Otros	24.2	1.1
Otros	47.3	2.81
Otros	41.4	1.79
Otros	44.9	1.42
Otros	33.3	5.31
Otros	31.5	0.62
Otros	56.4	4.84
Otros	40.7	2.91
Otros	33.6	1.69
Otros	45.7	3.23
Otros	68	3.33
Otros	38.1	3.14
Otros	37.2	2.4
Otros	31.3	1.32
Otros	42.6	0.66
Otros	46.1	1.59
Otros	39.7	3.79
Otros	38.4	2.31
Otros	38.5	1.35
Otros	47.1	2.29
Otros	43.8	1.52
Otros	34.9	0.79
Otros	34.3	1.95
Otros	44.4	2.5
Otros	46.1	3.33
Otros	48.5	0.89
Otros	72.8	3.74
Otros	38.6	2.96
Otros	22.5	3.27
Otros	34.2	3.73
Otros	47.5	0.49
Otros	32.9	0.49
Otros	85.6	2.6
Otros	42.9	0.87
Otros	32.8	5.16
Otros	43.8	2.56
Otros	36.2	2.42
Otros	35.8	2.61
Otros	47.9	0.66
Otros	57.6	2.29
Otros	27	5.79
Otros	33.6	1.37
Otros	31	1.79
Otros	60.5	0.7
Otros	51.7	2.79
Otros	46.8	3.79
Otros	28	4.3
Otros	38.5	1.74
Otros	51.8	2.26
Violencia	33.5	2.15
Violencia	23.5	1.64
Violencia	1.8	3.65
Violencia	13.6	10.6
Violencia	22.3	7.48
Violencia	32	2.01
Violencia	6.8	4.76
Violencia	8	2.86
Violencia	16.7	0.83
Violencia	12.9	9.68
Violencia	29.9	1.37
Violencia	20.4	6.54
Violencia	35.8	0.97
Violencia	8.3	4.55
Violencia	12	4.93
Violencia	0.52	11.76
Violencia	3.7	1.54
Violencia	12.5	3.88
Violencia	12	2.41
Violencia	16.6	4.52
Violencia	25	3.83
Violencia	15.1	6.35
Otros	47.8	5.82
Otros	22.4	9.74
Otros	37.2	3.47
Otros	24.9	6.49
Otros	34.9	5.85
Otros	35.3	4.21
Otros	22	3.21
Otros	33.3	4.79
Otros	14.5	3.09
Otros	29.3	2.35
Otros	32.3	4.69
Otros	38.6	6.43
Otros	37.6	7.75
Otros	35.3	6.71
Otros	30	3.96
Otros	41.2	2.72
Otros	40.4	6.86
Otros	35.4	6.32
Otros	49.1	3.32
Otros	26	3.17
Otros	41.1	6.06
Otros	34.2	2.34
Otros	33	6.97
Otros	37.1	6.32
Otros	42.8	3.57
Otros	52.8	3.85
Otros	29.5	2.55
Otros	43.1	4.3
Otros	43.8	4.56
Otros	27.7	4.23
Otros	41.5	2.12
Otros	53.5	4.01
Otros	28.4	2.7
Otros	25.6	9.17
Otros	37.4	4.19
Otros	32.1	1.28
Otros	47.9	2.24
Otros	22.6	5.47
Otros	21.9	5.29
Otros	24.3	1.25
Otros	14.4	0.93
Otros	12.6	5.11
Otros	20.6	3.51
Otros	50.7	1.51
Otros	21.2	0.98
Otros	34.1	3.32
Otros	3.4	4.1
Otros	49	2.54
Otros	3.4	2.85
Otros	21.5	2.58
Otros	34.4	2.41
Otros	40.8	3.23
Otros	30.8	1.81
Otros	30.4	1.85
Otros	31.9	2.22
Otros	21.3	8.15
Otros	23.7	1.85
Otros	34.4	1.57
Otros	51.3	6.09
Otros	33.1	2.87
Otros	38.9	5.41
Otros	32.2	5.2
Otros	39.6	2.14
Otros	40.4	2.14
Otros	24.1	0.3
Otros	35	0.97
Otros	19.3	3.25
Otros	36.2	2.2
Otros	31.4	2.47
Otros	25.8	2.25
Otros	14.7	0.53
Otros	42.9	0.89
Otros	40.9	4.05
Otros	32.5	2.29
Otros	29	1.49
Otros	20.9	2.26
Otros	17.2	2.06
Otros	40.5	2.69
Otros	23.6	1.89
Otros	29.6	1.94
Otros	50.7	3.02
Otros	59.2	4.24
Otros	67.3	5.3
Otros	37.2	8.82
Otros	46.5	5.45
Otros	60.1	7.04
Otros	37.6	10.71
Otros	31.2	1.67
Otros	50.7	0.88
Otros	30.8	5.45
Otros	49.6	3.61
Otros	47.9	1.22
Otros	15.7	2.44
Otros	9.5	4.55
Otros	8.8	3.48
Otros	39.2	7.79
Otros	9.2	6.92
Otros	29.5	5.62
Otros	36.9	5.48
Otros	94.5	2.18
Otros	32.6	9.25
Otros	34.5	4.23
Otros	31.3	7.5
Otros	49.2	4.45
Otros	16.2	5.77
Otros	44.7	1.29
Otros	19.6	0.76
Otros	65.9	3.79
Otros	46.7	0.93
Otros	37.6	2.63
Otros	8.9	6.19
Otros	52.9	1.86
Otros	17.7	3
Otros	23.5	3.08
Otros	43	4.55
Otros	46.1	3.11
Otros	30.3	1.28
Otros	42.7	4.28
Otros	31.5	3.51
Otros	6.6	0.29
Otros	31.9	4.92
Otros	11.2	1.94
Otros	37.3	2.18
Otros	36.5	1.27
Otros	41.3	8.33
Otros	43.3	6.55
Otros	40.2	2.4
Otros	64.7	3.23
Otros	48.3	1.24
Otros	55.7	2.74
Otros	33.7	1.98
Otros	45.5	1.98
Otros	35.1	5.7
Otros	23.6	3.88
Otros	7.5	4.35
Otros	44.7	2.94
Otros	17.5	0.56
Otros	34	3.88
Otros	14	2.06
Otros	25.9	1.82
Otros	27.9	7
Otros	5.5	3.23
Otros	35.6	1.22
Otros	5.8	0.69
Otros	12	1.2
Otros	36.3	0.37
Otros	40.3	4.52
Otros	50.5	0.2
Otros	2.9	2.74
Otros	19.9	1.74
Otros	29.8	1.87
Otros	15.8	8.33
Otros	30	1.04
Otros	29.5	2.27
Otros	25.7	2.36
Otros	1.6	2
Otros	6.5	1.3
Otros	43.6	4.35
Otros	38.1	2.02
Otros	37.2	0.43
Otros	19.4	1.66
Otros	31.4	1.6
Otros	43.2	1.42
Otros	46	3.6
Otros	18	4.65
Otros	35.5	1.2
Otros	44.8	4.29
Otros	35.5	2.41
Otros	29	0.44
Otros	42.6	1.23
Otros	33.2	2.54
Otros	41.7	0.4
Otros	41	2.2
Otros	19.6	0.6
Otros	13.2	0.57
Otros	39.5	2.06
Otros	37.3	0.74
Otros	6	8.62
Otros	27.6	1.75
Otros	34.3	0.79
Otros	15.4	3.4
Otros	23.3	2.5
Otros	34.8	2.46
Otros	36.2	2.86
Otros	40	2.27
Otros	43.7	3.35
Otros	31.3	2.67
Otros	44.4	5.47
Otros	20.4	3.68
Otros	28.5	1.01
Otros	40.1	0.43
Otros	7.7	1.04
Otros	38.3	0.88
Otros	43	9.09
Otros	22.5	0.95
Otros	25	4.29
Otros	10.6	2.58
Otros	20.6	0.65
Otros	38.4	1.55
Otros	23.8	4.21
Otros	36.1	2.71
Otros	50.7	4.01
Otros	59.8	2.22
Otros	47.3	4.12
Otros	47.6	4.35
Otros	42.3	1.77
Otros	41	3.21
Otros	41.8	2.22
Otros	36.7	6.35
Otros	36.2	3.87
Otros	73	2.54
Otros	39.7	4.27
Otros	49.4	3.87
Otros	29.3	4.76
Otros	38.9	4.09
Otros	34.8	4.47
Otros	39.1	3.4
Otros	46.7	2.82
Otros	27	4.94
Otros	46	3.7
Otros	25.5	7.35
Otros	19.3	8.37
Otros	19	7.34
Otros	36.7	3.03
Otros	39.9	3.24
Otros	26.9	9.78
Otros	61	3.09
Otros	59.3	2.31
Otros	51.7	3.55
Otros	47.7	1.79
Otros	50.1	5.05
Otros	35.2	1.75
Otros	22.6	3.69
Otros	34.1	2.5
Otros	33.8	2.63
Otros	22.1	1.37
Otros	56.9	4.55
Otros	41.5	2.05
Otros	68.8	1.02
Otros	35.7	1.89
Otros	32.4	1.22
Otros	26.6	2.67
Otros	29.3	2.44
Otros	15.1	4.35
Otros	53.6	3.48
Otros	19.2	4.55
Otros	22.5	1.94
Otros	40	4.47
Otros	33.3	6.06
Otros	62.7	1.68
Otros	29.6	0.72
Otros	48	2.81
Otros	57.7	1.89
Otros	33.3	3.64
Otros	24.9	1.52
Otros	34.1	6.67
Otros	28.3	1.32
Otros	46.9	0.96
Otros	23.3	1.55
Otros	25.6	4.89
Otros	37.2	4.74
Otros	44.1	1.87
Otros	72.2	1.62
Otros	46.3	1.67
Otros	31.4	5.83
Otros	29.8	1.12
Otros	38.1	1.89
Otros	47.2	1.55
Otros	39.5	2.27
Otros	36.1	4.23
Otros	49	6.8
Otros	51.1	2.6
Otros	46.5	4.17
Otros	24.9	4
Otros	31	0.63
Otros	31.2	3.82
Otros	54.5	3.14
Otros	64.5	1.74
Otros	28.3	4.69
Otros	75.2	5.07
Otros	39.6	8.82
Otros	25.9	9.52
Otros	48.5	7.25
Otros	39.8	2.15
Otros	47.6	7.41
Otros	15.1	3.85
Otros	28.8	5.56
Otros	52.6	0.4
Otros	41.2	3.32
Otros	38.3	0.54
Otros	30.8	1.67
Otros	48.4	0.72
Otros	54.9	1.41
Otros	63.1	12.41
Otros	45.1	2.98
Otros	48.2	3.56
Otros	43.2	1.88
Otros	32.8	3.62
Otros	31.3	1.42
Otros	50.3	2.75
Otros	46.4	0.24
Otros	27.1	2.47
Otros	31.2	0.78
Otros	42	1.83
Otros	14.6	7.89
Otros	39.7	4.07
Otros	46.2	0.82
Otros	39.2	7.13
Otros	27	4.48
Otros	44.5	0.73
Otros	29.3	1.11
Otros	39.5	3.47
Otros	27.8	5.6
Otros	51.5	2.06
Otros	34.4	5.26
Otros	24.4	4.53
Otros	47.4	2.01
Otros	31.3	4.35
Otros	25	2.39
Otros	28.5	0.87
Otros	43.4	2.64
Otros	46	2.36
Otros	36.5	2.69
Otros	29.3	6.9
Otros	17.6	6.13
Otros	41.2	2.02
Otros	21.1	3.06
Otros	34.4	2.25
Otros	52.2	3.83
Otros	35.3	3.01
Otros	33.2	2.6
Otros	37.1	2.33
Otros	35.1	4.14
Otros	36.5	8.6
Otros	41.2	1.71
Otros	48.3	2.72
Otros	49.6	1.53
Otros	39.9	3.63
Otros	32.5	1.6
Otros	49.5	2.76
Otros	35.2	4.91
Otros	38.7	3.45
Otros	41.6	4.61
Otros	47.4	3.43
Otros	37.9	3.76
Otros	44.3	4.46
Otros	42.9	3.19
Otros	26	4.95
Otros	44.2	4.14
Otros	42.6	0.9
Otros	27	5.19
Otros	36.3	1.49
Otros	23.7	6.64
Otros	62.7	1.67
Otros	39.1	3.19
Otros	19.5	6.53
Otros	20.1	14.14
Otros	39.2	3.44
Otros	46	2.82
Otros	33.9	6.01
Otros	31.7	4.63
Otros	37.6	1.35
Otros	25.6	1.2
Otros	37	0.62
Otros	26.5	2.22
Otros	28	2.7
Otros	48.1	11.49
Otros	42.4	3.2
Otros	19.2	4.38
Otros	42.3	3.8
Otros	23.5	4.11
Otros	25.3	3.77
Otros	40.4	4.14
Otros	21.9	1.8
Otros	59.2	2.56
Otros	46.1	1.67
Otros	38.8	2.63
Otros	40	2.3
Otros	46.6	2.46
Otros	43.6	1.84
Otros	42.9	2.83
Otros	29.5	3.01
Otros	21.7	2.03
Otros	52.8	1.77
Otros	19.9	6.42
Otros	42.5	2.16
Otros	55.1	2.38
Otros	44.7	6.53
Otros	37.6	3.48
Otros	47.5	1.64
Otros	43.3	4.35
Otros	58.8	0.78
Otros	28.9	1.14
Otros	45	2.75
Otros	33.1	1.97
Otros	40.3	1.23
Otros	30.4	3.28
Otros	56.5	2.47
Otros	30.6	5.56
Otros	33.4	2.84
Otros	28.3	1.82
Otros	36.8	2.96
Otros	48.1	3.59
Otros	29.7	3.41
Otros	35.3	1.92
Otros	36.4	1.36
Otros	33.2	2.06
Otros	42.7	1.5
Otros	43.4	3.54
Otros	34.1	3.62
Otros	23.7	1.76
Otros	27.1	1.37
Otros	18.5	2.92
Otros	24.3	3.13
Otros	29.8	1.72
Otros	52.1	2.91
Otros	42.8	2.27
Otros	25	2.63
Otros	29.4	2.27
Otros	26.7	6.25
Otros	48.8	4.21
Otros	62.4	3.42
Otros	27.4	5.1
Otros	30	3.83
Otros	49.7	2.97
Otros	32.1	1.03
Otros	26	1.29
Otros	21.6	10
Otros	45.8	2.37
Otros	28.4	4.43
Otros	55	2.76
Otros	50.6	6.2
Otros	33.3	9.42
Otros	22.7	5.82
Otros	27.4	6.03
Otros	20.4	2.37
Otros	10.7	7.84
Otros	34.5	8.95
Otros	61.4	1.05
Otros	18.7	5.31
Otros	17.2	5.23
Otros	22.3	3.09
Otros	30	8.18
Otros	38.5	0.37
Otros	48	0.95
Otros	34.7	6.35
Otros	4.7	4
Otros	18.4	1.11
Otros	16.3	6.91
Otros	5.1	3.9
Otros	2.6	7.69
Otros	27.1	1.93
Otros	16.4	3.79
Otros	12.4	2.99
Otros	5.2	5.71
Violencia	10.9	6.09
Violencia	7.6	14.29
Violencia	17	6.67
Violencia	4.9	6.67
Otros	32.3	8.42
Otros	17.2	5.74
Otros	14.3	1.92
Otros	4.2	5.32
Otros	49.78	1.77
Otros	47.27	1.15
Otros	50.86	4.22
Otros	46.59	3.9
Otros	45.35	1.5
Otros	41.96	1.74
Otros	47.88	1.23
Otros	45.14	0.68
Otros	44.16	4.09
Otros	54.1	1.75
Otros	41.04	3.01
Otros	39.16	1.6
Otros	52.63	3.33
Otros	58.68	0.99
Otros	56.41	1.93
Otros	57.14	1.47
Otros	52.25	2.51
Otros	51.09	4.85
Otros	46.81	0.28
Otros	45.45	3.56
Otros	25.77	3.13
Otros	38.04	4.26
Otros	43.71	2.2
Otros	49.02	3.13
Otros	63.65	3.53
Otros	39.88	1.52
Otros	48.46	0.78
Otros	54.35	0.83
Otros	53.45	0.86
Otros	40.92	1.62
Otros	67.91	2
Otros	36.27	1.39
Otros	45.42	2.64
Otros	39.19	3.51
Otros	69.77	1.26
Otros	56.74	1.37
Otros	60.3	2.36
Otros	28.49	2.38
Otros	50.43	4.07
Otros	50.76	0.41
Otros	43.02	4.87
Otros	59.43	1.6
Otros	38.9	6.53
Otros	46.57	1.86
Otros	59.26	8.64
Otros	60.96	1.92
Otros	46.44	2
Otros	62.74	1.9
Otros	56.71	1.95
Otros	62.14	1.03
Otros	40.99	1.1
Otros	56.8	1.07
Otros	49.91	2.24
Otros	55.5	2.48
Otros	53.72	1.21
Otros	55.92	2.26
Otros	62.86	2.71
Otros	46.98	1.13
Otros	70.28	0.38
Otros	56.41	1.51
Otros	50.23	5.52
Otros	58.72	1.93
Otros	32.95	3.17
Otros	42.71	0.52
Otros	41.49	2.19
Otros	37.1	1.73
Otros	62.3	1.64
Otros	55.7	2.09
Otros	53.22	0.64
Otros	46.87	2.94
Otros	48.86	1.11
Otros	36.84	4.07
Otros	62.52	4.63
Otros	58.39	0.51
Otros	51.95	1.86
Otros	52.76	0.44
Otros	66.13	1.38
Otros	41.1	0.95
Otros	45.02	0.52
Otros	49.64	1.42
Otros	51.51	2.65
Otros	60.2	1.32
Otros	39.97	1.36
Otros	41.72	6.99
Otros	55.89	0.42
Otros	35.39	3.86
Otros	48.48	2.59
Otros	48.65	3.12
Otros	65.16	1.62
Otros	60.69	1.38
Otros	51.58	0.9
Otros	53.3	0.36
Otros	56.4	2.07
Otros	50.96	2.69
Otros	50.25	2.55
Otros	42.36	3.32
Otros	44.69	1.58
Otros	36.84	0.79
Otros	54.84	1.54
Otros	46.64	2.37
Otros	38.67	0.78
Otros	45.98	2.08
Otros	38.26	0.76
Otros	47.03	0.13
Otros	39.36	1.12
Otros	56.32	1.43
Otros	49.15	3.55
Otros	51.52	4.12
Otros	21.7	1.08
Otros	34.88	4.55
Otros	50.45	1.99
Otros	47.45	1.38
Otros	43.94	1.08
Otros	36.91	3.2
Otros	60.92	2.55
Otros	56.9	0.2
Otros	49.91	2.76
Otros	50	5.47
Otros	56.88	1.22
Otros	59.64	3.98
Otros	51.67	1.44
Otros	56.68	5.22
Otros	37.44	0.37
Otros	60.66	4.88
Otros	46.47	0.25
Otros	55.91	2.45
Otros	50.37	11.76
Otros	61.95	1
Otros	61.01	4.03
Otros	42.91	0.52
Otros	58.78	2.94
Otros	63.52	4.6
Otros	51.46	0.49
Otros	53.63	2.23
Otros	58.85	1.44
Otros	63.51	2.48
Otros	57.3	2.75
Otros	34.97	6.77
Otros	28.48	5.56
Otros	51.98	5.3
Otros	49.33	4.62
Otros	51.41	0.61
Otros	36.88	6.32
Otros	43.1	2.72
Otros	45.28	0.77
Otros	39.95	3.36
Otros	43.02	6.27
Otros	50.86	7.35
Otros	51.54	1.95
Otros	52.5	3.95
Otros	43.01	2.05
Otros	44.14	1.83
Otros	48.19	1.32
Otros	46.78	7.61
Otros	47.72	3.27
Otros	46.76	5.95
Otros	35.58	6.1
Otros	44.12	1.81
Otros	39.2	1.94
Otros	55.08	2.33
Otros	70.38	8.15
Otros	49.01	2.86
Otros	51.2	1.95
Otros	47.19	4.36
Otros	47.38	8.85
Otros	49.63	2.4
Otros	47.42	7.44
Otros	45.93	3.29
Otros	49.12	3.9
Otros	46.67	0.93
Otros	38.87	1.34
Otros	54.91	2.65
Otros	61.26	2.47
Otros	46.06	0.95
Otros	37.76	6.25
Otros	57.4	2.79
Otros	53.07	2.46
Otros	57.76	0.76
Otros	45.43	1.1
Otros	67.74	3.23
Otros	50	1.6
Otros	50.3	1.94
Otros	58.82	4.41
Otros	57.76	1.36
Otros	57.43	1.98
Otros	54.61	1.74
Otros	55.26	6.8
Otros	55.53	1.65
Otros	61.61	1.02
Otros	42.23	3.99
Otros	64.6	2
Otros	45.45	0.75
Otros	57.65	0.47
Otros	45.45	1.49
Otros	66.44	0.71
Otros	64.29	0.72
Otros	64.94	1.3
Otros	59.53	1.36
Otros	50.91	2
Otros	44.58	3.85
Otros	60.28	3.76
Otros	51.38	1.04
Otros	57.14	1.92
Otros	59	3.1
Otros	68.1	2.28
Otros	57.41	1.03
Otros	42.04	1.01
Otros	51.52	3.03
Otros	55.56	0.63
Otros	55.56	4.55
Otros	51.69	5.62
Otros	63.52	0.29
Otros	57.6	2.02
Otros	36.53	3.33
Otros	51.83	1.8
Otros	50	0.65
Otros	42.48	2.17
Otros	52.12	4.11
Otros	46.26	3.78
Otros	60.11	2.29
Otros	62.5	0.69
Otros	67.9	3.7
Otros	49.06	3.41
Otros	60.87	1.96
Otros	53.87	2.05
Otros	53.66	1.47
Otros	53.53	1.87
Otros	52.31	3.45
Otros	47.49	1.56
Otros	48.02	1.23
Otros	22.54	2.04
Otros	46.16	3.72
Otros	52.78	1.49
Otros	56.91	2.37
Otros	63.58	0.78
Otros	56.4	1.59
Otros	64.1	2.12
Otros	55.07	3.7
Otros	31.67	4.4
Otros	51.08	0.65
Otros	42.53	0.97
Otros	50.39	1.75
Otros	49.05	3.45
Otros	46.88	0.77
Otros	58.97	5.63
Otros	46.55	2.13
Otros	74	2
Otros	60.61	1.83
Otros	56.45	1.73
Otros	44.74	3.31
Otros	44.58	0.4
Otros	54.9	1.69
Otros	60.87	2.08
Otros	46.84	0.57
Otros	64.25	2.33
Otros	59.68	1.61
Otros	59.49	2.96
Otros	56.07	1.19
Otros	41.77	3.05
Otros	62.38	2.38
Otros	58.52	3.56
Otros	52.34	3.1
Otros	56.96	2.53
Otros	58.01	2.92
Otros	50.52	3.9
Otros	35.37	5.56
Otros	44.05	2.04
Otros	61.54	2.07
Otros	48.31	0.67
Otros	56.94	2.65
Otros	30.78	1.2
Otros	72.22	1.39
Otros	56.55	1.96
Otros	56.02	2.36
Otros	49.51	1.48
Otros	46.96	4.23
Otros	48.18	3.56
Otros	48.23	1.6
Otros	53.33	3.72
Otros	53.38	2.68
Otros	46.5	3.4
Otros	51.79	0.57
Otros	50.5	1.87
Otros	65.22	1.39
Otros	44.81	3.49
Otros	58.49	1.89
Otros	46.73	3.03
Otros	44.56	1.84
Otros	56.57	2.33
Otros	43.72	3.38
Otros	48.28	2.36
Otros	49.54	1.75
Otros	38.18	3.19
Otros	40.03	1.34
Otros	46.5	4.04
Otros	52.45	1.71
Otros	48.04	1.13
Otros	53.55	2.02
Otros	59.09	0.92
Otros	57.49	4.13
Violencia	39.28	4.47
Violencia	55.75	2.65
Violencia	43.59	4.01
Violencia	38.6	1.47
Violencia	35.71	1.68
Violencia	44.26	3.62
Violencia	40.83	0.92
Violencia	37.23	2.4
Violencia	32.95	6.21
Violencia	44.3	2.64
Violencia	39.38	2.53
Violencia	36.76	9.72
Violencia	24.53	4
Violencia	48.77	2.1
Violencia	32.97	2.04
Violencia	45.02	3.93
Violencia	40.62	7.06
Violencia	23.65	5.12
Violencia	27.71	2.2
Violencia	25.57	2.75
Violencia	42.86	1.27
Violencia	48.54	4.29
Violencia	40.56	5.36
Violencia	33.93	2.42
Violencia	51.02	3.65
Violencia	31.29	5.41
Violencia	62.1	6.45
Violencia	29.3	3.18
Violencia	22.17	2.49
Violencia	45.47	4.95
Violencia	39.63	8.75
Violencia	23.09	10.24
Violencia	29.13	4.72
Violencia	31.83	2.93
Violencia	29.41	5.98
Violencia	44.3	3.75
Violencia	46.5	5.29
Violencia	17.5	3.72
Violencia	37.8	9.17
Violencia	26.76	8.64
Violencia	29.69	4.76
Violencia	38.68	7
Violencia	35.43	3.93
Violencia	38.65	2.14
Violencia	46.47	8.59
Violencia	46.56	4.52
Violencia	48.42	4.71
Violencia	45.36	6.19
Violencia	46.69	9.64
Violencia	44.18	6.54
Violencia	47.69	7.78
Violencia	45.05	6.09
Violencia	30.3	2.59
Violencia	47.48	10.05
Violencia	46.77	2.28
Violencia	28.22	2.94
Otros	55.4	6.37
Otros	52.06	2.77
Otros	37.26	4.4
Otros	35.35	1.37
Otros	53.03	4.31
Otros	44.16	4.39
Otros	41.91	1.31
Otros	33.91	2.04
Otros	50.85	0.76
Otros	48.75	3.99
Otros	46.28	4.85
Otros	47.02	1.67
Otros	51.11	1.33
Otros	42.23	1.75
Otros	40.33	1.66
Otros	35.43	4.01
Otros	37.36	2.96
Otros	44.4	2.67
Otros	38.05	1.79
Otros	47.47	2.4
Otros	53.1	4.52
Otros	50.79	4.26
Otros	44.33	0.54
Otros	48.08	2.95
Otros	42.83	2.36
Otros	45.01	3.06
Otros	44.52	0.75
Otros	30.47	2.5
Otros	50.41	0.99
Otros	48.11	1.45
Otros	45.73	0.74
Otros	49.94	1.34
Otros	33.45	0.58
Otros	45.91	3.64
Otros	34.94	5.02
Otros	45.26	6.16
Otros	48.02	0.67
Otros	45.49	0.2
Otros	42.83	1.45
Otros	34.29	1.06
Otros	41.2	4.9
Otros	41.72	1.31
Otros	34.58	0.6
Otros	41.06	2.84
Otros	45.63	0.19
Otros	46.93	2.21
Otros	50.18	1.48
Otros	44.12	2.47
Otros	38.34	0.78
Otros	42.09	2.98
Otros	34.63	1.63
Otros	50.14	1.59
Otros	38.93	2.61
Otros	40.08	7.69
Otros	43.23	1.74
Otros	49.04	2.54
Otros	48.37	1.65
Otros	48.29	1.82
Otros	54.97	0.57
Otros	51.15	2.19
Otros	42.72	1.23
Otros	54.76	2.38
Otros	50	1.8
Otros	40.71	9.28
Otros	59.81	0.7
Otros	61.36	0.91
Otros	58.03	2.49
Otros	58.13	3.6
Otros	57.01	2.77
Otros	57.71	2.22
Otros	55.87	1.81
Otros	60.51	1.64
Otros	58.73	3.77
Otros	67.85	3.59
Otros	44.31	1.63
Otros	51.4	3.41
Otros	56.19	3.45
Otros	60.44	3.26
Otros	60.66	0.74
Otros	49.73	2.92
Otros	55.66	1.5
Otros	63.44	1.32
Otros	59.11	2.94
Otros	56.41	2.42
Otros	49.75	0.32
Otros	55.28	8.26
Otros	53.4	2.86
Otros	51.22	4.88
Otros	63.91	1.2
Otros	53.21	3.7
Otros	58.92	0.65
Otros	59.55	7.83
Otros	45.91	1.13
Otros	61.55	1.52
Otros	58.51	3.2
Otros	53.58	1.31
Otros	66.32	1.58
Otros	58.26	1.37
Otros	45.45	1.84
Otros	65.77	1.68
Otros	62.17	1.63
Otros	62.69	1.71
Otros	54.13	4
Otros	46.96	1.67
Otros	47.73	0.93
Otros	56.28	0.29
Otros	52	0.92
Otros	39.42	2.33
Otros	45.36	2.82
Otros	51.8	2.55
Otros	43.57	4.75
Otros	49.02	2.44
Otros	61.79	4.07
Otros	52.48	2.33
Otros	57.87	0.63
Otros	52.34	7.87
Otros	51.29	1.34
Otros	48.18	0.7
Otros	47.47	0.84
Otros	41.9	2.7
Otros	56.98	3.27
Otros	51.57	0.41
Otros	58.69	1.83
Otros	53.2	1.32
Otros	58.06	4.67
Otros	61.22	3.22
Otros	53.44	4.01
Otros	63.27	1.92
Otros	62.24	2.7
Otros	40.18	2.21
Otros	57.87	0.54
Otros	57.43	11.02
Otros	63.3	2.08
Otros	72.73	1.82
Otros	52.82	1.88
Otros	62.23	1.33
Otros	47.94	3.54
Otros	58.06	3.23
Otros	49.85	2.04
Otros	50.64	1.53
Otros	43.88	4.5
Otros	54.46	1
Otros	64.94	0.65
Otros	55.83	1.79
Otros	72.34	1.6
Otros	53.42	1.92
Otros	50.91	1.82
Otros	52.02	2.28
Otros	52.78	3.14
Otros	52.1	4.21
Otros	48.56	2.29
Otros	52.21	1.75
Otros	60.01	2.12
Violencia	37.97	1.85
Violencia	30.29	0.58
Violencia	11.79	8.13
Violencia	32.39	0.74
Violencia	18.65	1.52
Violencia	26.79	0.46
Violencia	12.33	3.6
Violencia	13.26	2.46
Violencia	31.9	0.87
Violencia	11.5	1.92
Violencia	35.07	2.3
Violencia	38.32	3.45
Violencia	39.48	7.81
Violencia	25.13	2.86
Violencia	24.56	3.47
Violencia	6.52	5
Violencia	11.59	4.3
Violencia	30.25	5.58
Violencia	32.54	3.7
Violencia	30.95	4.81
Violencia	17.23	2
Violencia	25.87	5.99
Violencia	25.69	2.65
Violencia	23.1	0.19
Violencia	22.6	10.36
Violencia	20.32	2.48
Otros	52.02	2.15
Otros	49.3	5.31
Otros	48.19	6.87
Otros	43.71	5.08
Otros	49.32	7.87
Otros	56.73	0.96
Otros	56.5	3.87
Otros	55.8	3.84
Otros	53.54	2.2
Otros	52.06	3.23
Otros	49.23	5.24
Otros	42.31	1.07
Otros	46.12	8.09
Otros	50.51	4.04
Otros	53.52	3.24
Otros	45.58	4.41
Otros	55.26	2.27
Otros	45.56	8.7
Otros	72.43	3.52
Otros	42.86	6.37
Otros	53.7	4.85
Otros	56.02	1.54
Otros	68.2	9.06
Otros	47.7	4.75
Otros	53.08	1.81
Otros	57.65	5.12
Otros	51.67	7.25
Otros	71.02	6.36
Otros	55.44	2.33
Otros	56.15	3.16
Otros	58.21	6.74
Otros	52.82	1.69
Otros	55.63	9.28
Otros	52.33	1.97
Otros	57.86	1.82
Otros	57.38	2.56
Otros	48.75	4.09
Otros	42.31	3.07
Otros	57.33	5.02
Otros	46.52	4.04
Otros	48.07	2.84
Otros	52.71	6.14
Otros	58.29	6.75
Otros	51.35	2.82
Otros	56.1	2.44
Otros	42.1	3.28
Otros	31.64	3.27
Otros	47.77	6.01
Otros	27.85	1.23
Otros	54.43	3.58
Otros	48.98	5.97
Otros	53.54	2.49
Otros	34.19	1.48
Otros	47.91	2.52
Otros	44.13	5.14
Otros	54.67	4.67
Otros	39.06	7.92
Otros	53.8	1.23
Otros	48.71	0.91
Otros	41	3.33
Otros	60.14	2.63
Otros	52.48	2.77
Otros	49.15	3
Otros	52.11	1.86
